bloque,familia,subfamilia,codigo,descripcion,equivalencia_nuevo,equivalencia_existente,equivalencia_unica
CA & SVAs,SVA,APP,126723,SESAME TIME 1000 USUARIOS,,,75.9
CA & SVAs,SVA,APP,93659,BILLING PRO,,,0.33
CA & SVAs,SVA,APP,58383,3 Globe Premium,,,0.03
CA & SVAs,SVA,APP,71806,WIFI ON 36,,,2.04
CA & SVAs,CA,APP,383254,ESSENTIAL (2 años) CA PYME,,,8.0
CA & SVAs,SVA,APP,74470,Soundmachine Business Premium (Hilo musical),,,0.19
CA & SVAs,SVA,APP,72383,WIFI ON ENTERPRISE - PAGO MENSUAL 36,,,0.1
CA & SVAs,SVA,APP,61115,Works,,,0.33
CA & SVAs,CA,APP,383255,ESSENTIAL (3 años) CA PYME,,,6.5
CA & SVAs,CA,APP,157173,Talla M Sec HA 3Y CA CORPORATE,,,37.5
CA & SVAs,CA,APP,258902,CA Estándar +1Y Renovacion PYME,,,7.5
CA & SVAs,SVA,APP,104481,SESAME TIME 500 USUARIOS ANUAL CP,,,36.5
CA & SVAs,SVA,APP,62590,GPS+ ESTANDAR,,,0.75
CA & SVAs,SVA,APP,71802,WIFI ON 24,,,2.04
CA & SVAs,SVA,APP,104477,SESAME TIME 250 USUARIOS ANUAL CP,,,20.9
CA & SVAs,SVA,APP,63570,CDR ONE CTI INTEGRACION CRM BASICA,,,0.04
CA & SVAs,SVA,APP,71798,WIFI ON 12,,,2.04
CA & SVAs,CA,APP,258842,CA Wifi MR36,,,5.42
CA & SVAs,SVA,APP,63546,CDR ONE CLICK2CALL INTEGRACION CRM BASICA,,,0.04
CA & SVAs,CA,APP,157149,Talla L 3Y CA CORPORATE,,,56.0
CA & SVAs,CA,APP,157146,Talla M 3Y CA CORPORATE,,,27.0
CA & SVAs,SVA,APP,63558,CDR ONE PRESENCIA BASICA,,,0.02
CA & SVAs,SVA,APP,74466,Soundmachine Business (Hilo musical),,,0.13
CA & SVAs,SVA,APP,61119,SERVICES,,,0.33
CA & SVAs,CA,APP,157152,Talla S HA 3Y CA CORPORATE,,,8.08
CA & SVAs,CA,APP,258863,CA Switch MS120-24P,,,8.82
CA & SVAs,CA,APP,258866,CA Switch MS120-8P,,,4.59
CA & SVAs,SVA,APP,126703,SESAME TIME 350 USUARIOS ANUAL CP,,,27.8
CA & SVAs,SVA,APP,62598,GPS+ GEO,,,0.49
CA & SVAs,CA,APP,258860,CA Switch MS120-48P,,,13.86
CA & SVAs,SVA,APP,104485,SESAME TIME 1000 USUARIOS ANUAL CP,,,69.5
CA & SVAs,CA,APP,258854,WiFi MR20 3Y CA CORPORATE,,,3.5
CA & SVAs,SVA,APP,62594,GPS+ BÁSICA,,,0.67
CA & SVAs,SVA,APP,212695,SESAME TIME,,,0.05
CA & SVAs,CA,APP,258848,WiFi MR36 3Y CA CORPORATE,,,6.5
CA & SVAs,SVA,APP,267785,Edición Alta 500 SMS,,,0.16
CA & SVAs,SVA,APP,64391,CDR ONE API,,,2.77
CA & SVAs,SVA,APP,183940,Pack Alta bono business,,,1.5
CA & SVAs,CA,APP,258911,Lite 3Y CA CORPORATE,,,3.33
CA & SVAs,SVA,APP,71766,TVIDI - Cartelería Digital,,,3.17
CA & SVAs,SVA,APP,62490,ADDON MAILING 50.000 CORREOS,,,1.25
CA & SVAs,SVA,APP,74726,Hilo Musical cuota Alquiler Player,,,1.0
CA & SVAs,SVA,APP,62466,ADDON GESTOR DOCUMENTAL HASTA 1 TB,,,1.0
CA & SVAs,SVA,APP,398887,Canal de Denuncias (1-100),,,10.0
CA & SVAs,SVA,APP,61911,WINGU PREMIUM,,,5.9
CA & SVAs,SVA,APP,63878,GRABADOR+,,,0.02
CA & SVAs,SVA,APP,62554,CDR ONE R1,,,0.06
CA & SVAs,SVA,APP,126719,SESAME TIME 750 USUARIOS,,,58.4
CA & SVAs,CA,APP,258914,Lite 2Y CA CORPORATE,,,3.33
CA & SVAs,SVA,APP,181312,HILO MUSICAL - Edición Business,,,0.21
CA & SVAs,SVA,APP,181578,3G mobile Comunicaciones Certificadas,,,0.05
CA & SVAs,SVA,APP,63554,CDR ONE PRESENCIA SUITE,,,0.05
CA & SVAs,SVA,APP,62562,CDR ONE R3,,,0.06
CA & SVAs,SVA,APP,61907,WINGU PROFESIONAL,,,1.65
CA & SVAs,SVA,APP,181315,HILO MUSICAL- Edición Business Premium,,,0.26
CA & SVAs,CA,APP,258851,WiFi MR36 2Y CA CORPORATE,,,6.5
CA & SVAs,CA,APP,258881,MS120-8P 3Y CA CORPORATE,,,4.5
CA & SVAs,SVA,APP,183943,Pack Alta bono starter,,,0.15
CA & SVAs,SVA,APP,126707,SESAME TIME 350 USUARIOS,,,1.22
CA & SVAs,SVA,APP,62502,ADDON MAILING 50.000 CORREOS +,,,1.25
CA & SVAs,SVA,APP,267788,Edición Alta CL@VE 500 SMS,,,0.71
CA & SVAs,SVA,APP,62474,ADDON GESTOR DOCUMENTAL HASTA 1 TB +,,,1.0
CA & SVAs,SVA,APP,84334,SAWAMBA CATALOGO CON CONEXIÓN ERP,,,2.7
CA & SVAs,SVA,APP,198604,3G mobile form,,,0.03
CA & SVAs,SVA,APP,72379,WIFI ON ENTERPRISE - PAGO MENSUAL 24,,,0.1
CA & SVAs,SVA,APP-IoT,60375,Miniflotas,,,1.93
CA & SVAs,SVA,APP-IoT,58419,Oysta Teleasitencia (Sensor de cama),,,0.53
CA & SVAs,SVA,APP-IoT,64239,Vehicle Defense 1 año,,,0.5
CA & SVAs,SVA,APP-IoT,369826,Vodafone Business Fleet IOT ProPlus,,,1.83
CA & SVAs,SVA,APP-IoT,64111,Tacogest,,,1.88
CA & SVAs,SVA,APP-IoT,64119,Locatel básico,,,1.0
CA & SVAs,SVA,APP-IoT,131271,Vodafone Business Fleet IOTStandard <200 unidades,,,1.15
CA & SVAs,SVA,APP-IoT,131263,Vodafone Business Fleet IOTPro <200 unidades,,,1.62
CA & SVAs,SVA,APP-IoT,60355,LiftEye Servicio Ascensor M2M,,,0.04
CA & SVAs,SVA,APP-IoT,61123,Vehículo conectado (innova),,,1.8
CA & SVAs,SVA,APP-IoT,369824,Vodafone Business Fleet IOT Standard,,,0.89
CA & SVAs,SVA,APP-IoT,182613,MYOYSTA CAR IOT,,,0.85
CA & SVAs,SVA,APP-IoT,58431,Oysta Teleasitencia (Perla),,,0.75
CA & SVAs,SVA,APP-IoT,58439,Oysta Loneworker,,,0.75
CA & SVAs,SVA,APP-IoT,60359,Lifteye: Solucion de ascensores de Tamedbytes,,,0.02
CA & SVAs,SVA,APP-IoT,60490,Track GPS 5 (Innova),,,0.5
CA & SVAs,SVA,APP-IoT,131275,Vodafone Business Fleet IOTStandard >200 unidades,,,0.83
CA & SVAs,SVA,APP-IoT,60494,Track GPS 10 (Innova),,,1.0
CA & SVAs,SVA,APP-IoT,58423,Oysta Teleasitencia (botón),,,0.53
CA & SVAs,SVA,APP-IoT,181356,Control de Frío,,,0.45
CA & SVAs,SVA,APP-IoT,384466,MYOYSTA CAR PYME OBD,,,1.6
CA & SVAs,SVA,APP-IoT,60518,Track GPS 10 IoT (Innova),,,0.5
CA & SVAs,SVA,APP-IoT,369825,Vodafone Business Fleet IOT Pro,,,1.26
CA & SVAs,SVA,APP-IoT,60522,Track GPS 5 IoT (Innova),,,1.0
CA & SVAs,SVA,APP-IoT,58435,Oysta Teleasitencia (Reloj),,,1.15
CA & SVAs,SVA,APP-IoT,61731,DataLogger cadena de frio,,,1.42
CA & SVAs,SVA,APP-IoT,127427,DataLogger cadena de frio EU Pyme 2020 CP,,,1.23
CA & SVAs,SVA,APPS,60367,Mensajería cuota mensual,,,0.3
CA & SVAs,SVA,APPS,58427,Oysta Flotas,,,0.75
CA & SVAs,SVA,Cloud,51558,G-Suite Business pago mensual,,,0.8
CA & SVAs,SVA,Cloud,51570,G-Suite Business pago anual,,,0.4
CA & SVAs,SVA,Cloud,91407,Enterprise Plus Flexible,,,0.34
CA & SVAs,SVA,Cloud,186258,Business Standard Pago Anual,,,0.68
CA & SVAs,SVA,Cloud,186261,Business Plus Pago Anual,,,1.06
CA & SVAs,SVA,Cloud,186264,Enterprise Plus Pago Anual,,,1.69
CA & SVAs,SVA,Cloud,186282,Enterprise Essentials Pago Mensual,,,0.96
CA & SVAs,SVA,Cloud,186288,Enterprise Standard Pago Anual,,,1.31
CA & SVAs,SVA,Cloud,230167,Azure IaaS Personalizada - SIN PERMA,,,0.35
CA & SVAs,SVA,Cloud,230170,Azure IaaS S - 24 MESES PERMA,,,3.05
CA & SVAs,SVA,Cloud,230148,BBDD,,,2.0
CA & SVAs,SVA,Cloud,230154,IaaS (Migración),,,4.0
CA & SVAs,SVA,Cloud,288962,Microsoft 365 F3 NCE Flexible,,,0.23
CA & SVAs,SVA,Cloud,289511,Intune NCE Flexible,,,0.23
CA & SVAs,SVA,Cloud,287867,Power Apps per user plan NCE Flexible,,,0.56
CA & SVAs,SVA,Cloud,287735,Microsoft 365 Apps for Enterprise NCE Flexible,,,0.43
CA & SVAs,SVA,Cloud,288014,OneDrive for Business (Plan 1) NCE Compromiso Anual -Pago Mensual,,,0.3
CA & SVAs,SVA,Cloud,287951,Project Plan 5 NCE Flexible,,,1.55
CA & SVAs,SVA,Cloud,288497,Visio Online Plan 2 NCE Flexible,,,0.42
CA & SVAs,SVA,Cloud,289517,Intune Device NCE Flexible,,,0.08
CA & SVAs,SVA,Cloud,389037,M365 Business Basic NCE Compromiso Anual -Pago Mensual SinTeams,,,0.29
CA & SVAs,SVA,Cloud,389039,M365 Business Standard NCE Compromiso Anual -Pago Mensual SinTeams,,,0.61
CA & SVAs,SVA,Cloud,389040,M365 Business Standard NCE Flexible SinTeams,,,0.29
CA & SVAs,SVA,Cloud,389041,M365 Business Premium NCE Compromiso Anual -Pago Mensual SinTeams,,,1.17
CA & SVAs,SVA,Cloud,389042,M365 Business Premium NCE Flexible SinTeams,,,0.56
CA & SVAs,SVA,Cloud,389049,Vodafone M365 Business Basic NCE Anual SinTeams,,,0.43
CA & SVAs,SVA,Cloud,389051,Vodafone M365 Business Standard NCE Anual SinTeams,,,0.92
CA & SVAs,SVA,Cloud,389053,Vodafone M365 Business Premium NCE Anual SinTeams,,,1.76
CA & SVAs,SVA,Cloud,389054,Vodafone M365 Business Premium NCE Flexible SinTeams,,,0.56
CA & SVAs,SVA,Cloud,389067,Office 365 E1 NCE Compromiso Anual -Pago Mensual SinTeams,,,0.47
CA & SVAs,SVA,Cloud,389068,Office 365 E1 NCE Flexible SinTeams,,,0.22
CA & SVAs,SVA,Cloud,389085,Microsoft 365 E3 NCE Compromiso Anual -Pago Mensual SinTeams,,,2.25
CA & SVAs,SVA,Cloud,389086,Microsoft 365 E3 NCE Flexible SinTeams,,,1.07
CA & SVAs,SVA,Cloud,389081,Microsoft 365 F3 NCE Compromiso Anual -Pago Mensual SinTeams,,,0.7
CA & SVAs,SVA,Cloud,389082,Microsoft 365 F3 NCE Flexible SinTeams,,,0.21
CA & SVAs,SVA,Cloud,389226,Microsoft Teams NCE Flexible,,,0.15
CA & SVAs,SVA,Cloud,391835,Vodafone M365 Business Premium NCE FLEXIBLE,,,0.62
CA & SVAs,SVA,Cloud,389071,Office 365 E5 NCE Compromiso Anual -Pago Mensual SinTeams,,,2.49
CA & SVAs,SVA,Cloud,389072,Office 365 E5 NCE Flexible SinTeams,,,1.19
CA & SVAs,SVA,Cloud,389083,Microsoft 365 E5 NCE Compromiso Anual -Pago Mensual SinTeams,,,3.64
CA & SVAs,SVA,Cloud,389084,Microsoft 365 E5 NCE Flexible SinTeams,,,1.73
CA & SVAs,SVA,Cloud,389087,Microsoft 365 F1 NCE Compromiso Anual -Pago Mensual SinTeams,,,0.1
CA & SVAs,SVA,Cloud,389088,Microsoft 365 F1 NCE Flexible SinTeams,,,0.05
CA & SVAs,SVA,Cloud,389221,Office 365 F3 NCE Compromiso Anual -Pago Mensual SinTeams,,,0.2
CA & SVAs,SVA,Cloud,389222,Office 365 F3 NCE Flexible SinTeams,,,0.1
CA & SVAs,SVA,Cloud,287678,Microsoft 365 Business Standard NCE Compromiso Anual - Pago Mensual,,,0.74
CA & SVAs,SVA,Cloud,287672,Microsoft 365 Business Basic NCE Compromiso Anual -Pago Mensual,,,0.35
CA & SVAs,SVA,Cloud,230145,Backup,,,1.5
CA & SVAs,SVA,Cloud,186276,Business Standard Pago Mensual,,,0.52
CA & SVAs,SVA,Cloud,44693,Microsfot 365 Business Standard,,,1.06
CA & SVAs,SVA,Cloud,289148,Vodafone M365 Business Standard NCE Compromiso Anual - Pago Mensual,,,1.05
CA & SVAs,SVA,Cloud,186273,Business Starter Pago Mensual,,,0.37
CA & SVAs,SVA,Cloud,238425,Vodafone M365 Business Standard,,,1.06
CA & SVAs,SVA,Cloud,287738,Office 365 Enterprise E3 NCE Compromiso Anual -Pago Mensual,,,1.58
CA & SVAs,SVA,Cloud,369711,Vodafone M365 Business Standard NCE Compromiso Anual - Pago Mensual,,,1.11
CA & SVAs,SVA,Cloud,273371,Vodafone M365 Business Standard NCE Flexible,,,0.79
CA & SVAs,SVA,Cloud,44685,Microsfot 365 Business Básic,,,0.42
CA & SVAs,SVA,Cloud,91379,G-Suite Basic pago mensual 2019,,,0.52
CA & SVAs,SVA,Cloud,287684,Microsoft 365 Business Premium NCE Compromiso Anual - Pago Mensual,,,1.3
CA & SVAs,SVA,Cloud,289136,Vodafone M365 Business Basic NCE Compromiso Anual -Pago Mensual,,,0.51
CA & SVAs,SVA,Cloud,387174,Vodafone M365 Business Standard NCE FLEXIBLE,,,0.35
CA & SVAs,SVA,Cloud,287762,Exchange Online Plan 1 NCE Compromiso Anual -Pago Mensual,,,0.23
CA & SVAs,SVA,Cloud,91399,G-Suite Business pago mensual 2019,,,1.04
CA & SVAs,SVA,Cloud,186270,Business Standard Flexible,,,0.14
CA & SVAs,SVA,Cloud,238422,Vodafone M365 Business Basic,,,0.42
CA & SVAs,SVA,Cloud,289142,Vodafone M365 Business Premium NCE Compromiso Anual - Pago Mensual,,,1.86
CA & SVAs,SVA,Cloud,186285,Enterprise Standard Pago Mensual,,,1.57
CA & SVAs,SVA,Cloud,370275,Vodafone M365 Business Basic NCE Compromiso Anual -Pago Mensual,,,0.53
CA & SVAs,SVA,Cloud,289145,Vodafone M365 Business Premium NCE Flexible,,,1.4
CA & SVAs,SVA,Cloud,288092,Microsoft 365 E3 NCE Compromiso Anual -Pago Mensual,,,2.38
CA & SVAs,SVA,Cloud,273545,Power BI Pro NCE Compromiso Anual -Pago Mensual,,,0.83
CA & SVAs,SVA,Cloud,370276,Vodafone M365 Business Premium NCE Compromiso Anual - Pago Mensual,,,1.95
CA & SVAs,SVA,Cloud,287681,Microsoft 365 Business Standard NCE Flexible,,,0.35
CA & SVAs,SVA,Cloud,287792,Exchange Online Kiosk NCE Compromiso Anual -Pago Mensual,,,0.12
CA & SVAs,SVA,Cloud,287741,Office 365 Enterprise E3 NCE Flexible,,,0.75
CA & SVAs,SVA,Cloud,287999,Power BI Pro NCE Flexible,,,0.1
CA & SVAs,SVA,Cloud,289139,Vodafone M365 Business Basic NCE Flexible,,,0.38
CA & SVAs,SVA,Cloud,287954,Project Plan 3 NCE Compromiso Anual -Pago Mensual,,,1.77
CA & SVAs,SVA,Cloud,287732,Microsoft 365 Apps for Enterprise NCE Compromiso Anual - Pago Mensual,,,0.9
CA & SVAs,SVA,Cloud,287690,Microsoft 365 Apps for Business NCE Compromiso Anual -Pago Mensual,,,0.62
CA & SVAs,SVA,Cloud,186267,Business Starter Flexible,,,0.07
CA & SVAs,SVA,Cloud,230185,Backup,,,1.35
CA & SVAs,SVA,Cloud,238428,Vodafone M365 Business Premium,,,1.69
CA & SVAs,SVA,Cloud,186279,Business Plus Pago Mensual,,,1.08
CA & SVAs,SVA,Cloud,230058,IaaS,,,1.0
CA & SVAs,SVA,Cloud,57271,Microsoft 365 Business Premium,,,1.69
CA & SVAs,SVA,Cloud,287765,Exchange Online Plan 1 NCE Flexible,,,0.11
CA & SVAs,SVA,Cloud,288095,Microsoft 365 E3 NCE Flexible,,,3.19
CA & SVAs,SVA,Cloud,44641,Office 365 E3 (Enterprise),,,1.97
CA & SVAs,SVA,Cloud,287768,Exchange Online Plan 2 NCE Compromiso Anual -Pago Mensual,,,0.47
CA & SVAs,SVA,Cloud,289523,Microsoft Defender for Office 365 (Plan 1) NCE Compromiso Anual -Pago Mensual,,,0.12
CA & SVAs,SVA,Cloud,287675,Microsoft 365 Business Basic NCE Flexible,,,0.17
CA & SVAs,SVA,Cloud,287726,Office 365 Enterprise E1 NCE Compromiso Anual -Pago Mensual,,,0.59
CA & SVAs,SVA,Cloud,292184,Office 365 Extra File Storage NCE Compromiso Anual -Pago Mensual,,,0.01
CA & SVAs,SVA,Cloud,43869,Google Drive storage upgrade - 200 GB,,,1.13
CA & SVAs,SVA,Cloud,287687,Microsoft 365 Business Premium NCE Flexible,,,0.62
CA & SVAs,SVA,Cloud,397368,Microsoft 365 Copilot,,,1.41
CA & SVAs,SVA,Cloud,288494,Visio Online Plan 2 NCE Compromiso Anual -Pago Mensual,,,0.88
CA & SVAs,SVA,Cloud,287888,Azure Active Directory Premium P1 NCE Compromiso Anual - Pago Mensual,,,0.35
CA & SVAs,SVA,Cloud,287693,Microsoft 365 Apps for Business NCE Flexible,,,0.29
CA & SVAs,SVA,Cloud,287795,Exchange Online Kiosk NCE Flexible,,,0.06
CA & SVAs,SVA,Cloud,91391,G Suite Business Flexible,,,1.04
CA & SVAs,SVA,Cloud,230164,Azure IaaS XL - SIN PERMA,,,0.35
CA & SVAs,SVA,Cloud,54585,Project Online Professional,,,2.53
CA & SVAs,SVA,Cloud,44713,O365 Exchange Plan 1,,,0.34
CA & SVAs,SVA,Cloud,287948,Project Plan 5 NCE Compromiso Anual -Pago Mensual,,,3.24
CA & SVAs,SVA,Cloud,292187,Office 365 Extra File Storage NCE Flexible,,,0.01
CA & SVAs,SVA,Cloud,57211,Microsoft 365 E3,,,2.86
CA & SVAs,SVA,Cloud,288959,Microsoft 365 F3 NCE Compromiso Anual -Pago Mensual,,,0.47
CA & SVAs,SVA,Cloud,43873,Google Drive storage upgrade - 50 GB,,,0.5
CA & SVAs,SVA,Cloud,291986,Microsoft Defender for Office 365 (Plan 1) NCE Flexible,,,0.06
CA & SVAs,SVA,Cloud,43877,Google Drive storage upgrade - 20 GB,,,0.25
CA & SVAs,SVA,Cloud,186291,Business Starter Pago Anual,,,0.34
CA & SVAs,SVA,Cloud,91403,Enterprise Plus Pago Mensual,,,2.03
CA & SVAs,SVA,Cloud,287957,Project Plan 3 NCE Flexible,,,0.84
CA & SVAs,SVA,Cloud,186297,Enterprise Standard Flexible,,,0.26
CA & SVAs,SVA,Cloud,287771,Exchange Online Plan 2 NCE Flexible,,,0.23
CA & SVAs,SVA,Cloud,91383,G Suite Basic Flexible,,,0.52
CA & SVAs,SVA,Cloud,186294,Business Plus Flexible,,,0.21
CA & SVAs,SVA,Cloud,238434,Vodafone M365 Business Standard FLEX,,,1.06
CA & SVAs,SVA,Cloud,287858,PowerApps per app plan NCE Compromiso Anual -Pago Mensual,,,0.94
CA & SVAs,SVA,Cloud,143402,G Suite Basic pago anual,,,0.26
CA & SVAs,SVA,Cloud,230161,Azure IaaS L - SIN PERMA,,,0.35
CA & SVAs,SVA,Cloud,287864,Power Apps per user plan NCE Compromiso Anual -Pago Mensual,,,1.18
CA & SVAs,SVA,Cloud,43865,Google Drive storage upgrade - 400 GB,,,2.21
CA & SVAs,SVA,Cloud,43897,Google Drive storage upgrade - 1 TB,,,5.57
CA & SVAs,SVA,Cloud,230179,Azure IaaS XL - 24 MESES PERMA,,,19.45
CA & SVAs,SVA,Cloud,43893,Google Drive storage upgrade - 2 TB,,,11.17
CA & SVAs,SVA,Cloud,238431,Vodafone M365 Business Basic FLEX,,,0.42
CA & SVAs,SVA,Cloud,51566,G-Suite Basic Suite pago anual,,,0.1
CA & SVAs,SVA,Cloud,51554,G-Suite Basic pago mensual,,,0.3
CA & SVAs,SVA,Cloud,377364,Business Standard Pago Mensual (Bundle),,,0.98
CA & SVAs,SVA,Cloud,44609,O365 Exchange Kiosk,,,0.17
CA & SVAs,SVA,Cloud,56106,Azure Active Directory Premium P1,,,0.51
CA & SVAs,SVA,Cloud,288500,Visio Online Plan 1 NCE Compromiso Anual -Pago Mensual,,,0.3
CA & SVAs,SVA,Cloud,44637,Office 365 E1 (Enterprise),,,0.68
CA & SVAs,SVA,Cloud,44617,O365 Exchange online Kiosk for Government,,,0.17
CA & SVAs,SVA,Cloud,44633,Aplicaciones de Microsfot 365 para Empresa,,,1.29
CA & SVAs,SVA,Cloud,57259,Visio Online Plan 2,,,0.33
CA & SVAs,SVA,Cloud,287963,Project Online Essentials Flexible,,,0.2
CA & SVAs,SVA,Cloud,54589,Project Online Premium,,,1.22
CA & SVAs,SVA,Cloud,230158,Azure IaaS M - SIN PERMA,,,0.35
CA & SVAs,SVA,Cloud,230155,Azure IaaS S - SIN PERMA,,,0.35
CA & SVAs,SVA,Cloud,230176,Azure IaaS L - 24 MESES PERMA,,,10.45
CA & SVAs,SVA,Cloud,44717,O365 Exchange Plan 2,,,0.62
CA & SVAs,SVA,Cloud,289514,Intune Device NCE Compromiso Anual -Pago Mensual,,,0.15
CA & SVAs,SVA,Cloud,230173,Azure IaaS M - 24 MESES PERMA,,,5.95
CA & SVAs,SVA,Cloud,287861,PowerApps per app plan NCE Flexible,,,0.76
CA & SVAs,SVA,Cloud,238437,Vodafone M365 Business Premium FLEX,,,1.69
CA & SVAs,SVA,Cloud,389069,Office 365 E3 NCE Compromiso Anual -Pago Mensual SinTeams,,,1.46
CA & SVAs,SVA,Cloud,288503,Visio Online Plan 1 NCE Flexible,,,0.14
CA & SVAs,SVA,Cloud,287891,Azure Active Directory Premium P1 NCE Flexible,,,0.17
CA & SVAs,SVA,Cloud,287729,Office 365 Enterprise E1 NCE Flexible,,,0.76
CA & SVAs,SVA,Cloud,289508,Intune NCE Compromiso Anual -Pago Mensual,,,0.45
CA & SVAs,SVA,Cloud,230182,Azure IaaS Personalizada - 24 MESES PERMA,,,3.05
CA & SVAs,SVA,Cloud,288017,OneDrive for Business (Plan 1) NCE Flexible,,,0.14
CA & SVAs,SVA,Cloud,44538,Visio Pro for Office 365,,,1.1
CA & SVAs,SVA,Cloud,391834,Vodafone M365 Business Basic NCE FLEXIBLE,,,0.17
CA & SVAs,SVA,Cloud,305538,NCE PowerApps per app plan (1 app or portal) Pago Mensual,,,0.94
CA & SVAs,SVA,Cloud,389038,M365 Business Basic NCE Flexible SinTeams,,,0.14
CA & SVAs,SVA,Cloud,389050,Vodafone M365 Business Basic NCE Flexible SinTeams,,,0.14
CA & SVAs,SVA,Cloud,389070,Office 365 E3 NCE Flexible SinTeams,,,0.69
CA & SVAs,SVA,Cloud,287960,Project Online Essentials Compromiso Anual -Pago Mensual,,,0.42
CA & SVAs,SVA,Cloud,389052,Vodafone M365 Business Standard NCE Flexible SinTeams,,,0.29
CA & SVAs,SVA,Cloud,389225,Microsoft Teams NCE Compromiso Anual -Pago Mensual,,,0.32
CA & SVAs,SVA,Cloud,398991,Vodafone M365 Business Premium NCE Compromiso Anual - Pago Anual,,,1.95
CA & SVAs,SVA,Cloud,461358,Vodafone M365 Business Premium NCE Compromiso Anual - Pago Anual SinTeams,,,1.76
CA & SVAs,SVA,Cloud,461357,Vodafone M365 Business Basic NCE Compromiso Anual - Pago Anual,,,0.53
CA & SVAs,SVA,Cloud,461359,Vodafone M365 Business Basic NCE Compromiso Anual - Pago Anual SinTeams,,,0.44
CA & SVAs,SVA,Cloud,461887,Vodafone M365 Business Standard NCE Compromiso Anual - Pago Anual,,,1.11
CA & SVAs,SVA,Cloud,461356,Vodafone M365 Business Standard NCE Compromiso Anual - Pago Anual SinTeams,,,0.92
CA & SVAs,SVA,Seguridad,249458,Seguridad Digital Plus - Backup Extra 50GB (Empleado),,,0.18
CA & SVAs,SVA,Seguridad,249455,Seguridad Digital Plus - Backup Extra 100GB (Empleado),,,0.37
CA & SVAs,SVA,Seguridad,249452,Seguridad Digital Plus - Backup Extra 500GB (Empleado),,,1.83
CA & SVAs,SVA,Seguridad,324728,VSDM Workspace One SME Desktop Essentials 12 Meses,,,0.18
CA & SVAs,SVA,Seguridad,324731,VSDM Workspace One SME Desktop Essentials 24 Meses,,,0.3
CA & SVAs,SVA,Seguridad,324734,VSDM Workspace One SME Desktop Essentials 36 Meses,,,0.3
CA & SVAs,SVA,Seguridad,324740,VSDM Workspace One SME Mobile Essentials 1 Mes,,,0.02
CA & SVAs,SVA,Seguridad,360032,VSDM Workspace One SME Mobile Essentials 12 Meses,,,0.13
CA & SVAs,SVA,Seguridad,360035,VSDM Workspace One SME Mobile Essentials 24 Meses,,,0.22
CA & SVAs,SVA,Seguridad,360038,VSDM Workspace One SME Mobile Essentials 36 Meses,,,0.22
CA & SVAs,SVA,Seguridad,324656,VSDM Workspace One SME UEM Essentials 12 Meses,,,0.2
CA & SVAs,SVA,Seguridad,324659,VSDM Workspace One SME UEM Essentials 24 Meses,,,0.34
CA & SVAs,SVA,Seguridad,324662,VSDM Workspace One SME UEM Essentials 36 Meses,,,0.34
CA & SVAs,SVA,Seguridad,284009,Mobile Essentials 36 Meses/UEM Essentials 36 Meses/Advanced 36 Meses/Standard 36 Meses/Desktop Essentials 36 Meses,,,0.04
CA & SVAs,SVA,Seguridad,284012,Mobile Essentials 24 Meses/UEM Essentials 24 Meses/Advanced 24 Meses/Standard 24 Meses/Desktop Essentials 24 Meses,,,0.04
CA & SVAs,SVA,Seguridad,284015,Mobile Essentials 12 Meses/UEM Essentials 12 Meses/Advanced 12 Meses/Standard 12 Meses/Desktop Essentials 12 Meses,,,0.02
CA & SVAs,SVA,Seguridad,329852,Mobile Essentials 36 Meses/UEM Essentials 36 Meses,,,0.05
CA & SVAs,SVA,Seguridad,329855,Mobile Essentials 24 Meses/UEM Essentials 24 Meses,,,0.05
CA & SVAs,SVA,Seguridad,329858,Mobile Essentials 12 Meses/UEM Essentials 12 Meses,,,0.03
CA & SVAs,SVA,Seguridad,360353,Advanced 36 Meses/Standard 36 Meses,,,0.2
CA & SVAs,SVA,Seguridad,361571,Mobile Essentials 12 Meses/UEM Essentials 12 Meses/Desktop Essentials 12 Meses,,,0.04
CA & SVAs,SVA,Seguridad,361580,Advanced 24 Meses/Standard 24 Meses,,,0.2
CA & SVAs,SVA,Seguridad,362897,Advanced 12 Meses/Standard 12 Meses,,,0.12
CA & SVAs,SVA,Seguridad,362914,Mobile Essentials 36 Meses/UEM Essentials 36 Meses/Desktop Essentials 36 Meses,,,0.2
CA & SVAs,SVA,Seguridad,362915,Mobile Essentials 24 Meses/UEM Essentials 24 Meses/Desktop Essentials 24 Meses,,,0.2
CA & SVAs,SVA,Seguridad,362916,Mobile Essentials 12 Meses/UEM Essentials 12 Meses/Desktop Essentials 12 Meses,,,0.12
CA & SVAs,SVA,Seguridad,362927,Mobile Essentials 36 Meses/UEM Essentials 36 Meses/Desktop Essentials 36 Meses,,,0.07
CA & SVAs,SVA,Seguridad,362928,Mobile Essentials 24 Meses/UEM Essentials 24 Meses/Desktop Essentials 24 Meses,,,0.07
CA & SVAs,SVA,Seguridad,387727,Servicios de Implantacion Básica (Remoto) Mensual 12 meses - Ediciones Lookout y VSDM Mobile y Desktop,,,0.6
CA & SVAs,SVA,Seguridad,387728,Servicios de Implantacion Básica (Remoto) Mensual 24 meses - Ediciones Lookout y VSDM Mobile y Desktop,,,0.6
CA & SVAs,SVA,Seguridad,387731,Servicios de Implantacion Básica UEM (Remoto) Mensual 12 meses - Ediciones VSDM UEM,,,1.23
